Month,Labour.force.status...previous.month,Labour.force.status.current.month,Persons.current.month..000.
Dec-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Dec-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Dec-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,483.2
Dec-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,171.7
Dec-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,49.3
Dec-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),699.2
Dec-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Dec-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Dec-08,Incoming rotation group,Employed full-time,953.1
Dec-08,Incoming rotation group,Employed part-time,385.5
Dec-08,Incoming rotation group,Unemployed,65.2
Dec-08,Incoming rotation group,Not in the labour force (NILF),709.6
Dec-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Dec-08,Incoming rotation group,Outgoing Rotation Group,0
Nov-08,Employed full-time,Employed full-time,5869
Nov-08,Employed full-time,Employed part-time,276.9
Nov-08,Employed full-time,Unemployed,41.8
Nov-08,Employed full-time,Not in the labour force (NILF),84.6
Nov-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-08,Employed full-time,Outgoing Rotation Group,0
Nov-08,Employed part-time,Employed full-time,325.1
Nov-08,Employed part-time,Employed part-time,2042.2
Nov-08,Employed part-time,Unemployed,34.2
Nov-08,Employed part-time,Not in the labour force (NILF),179.9
Nov-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-08,Employed part-time,Outgoing Rotation Group,0
Nov-08,Unemployed,Employed full-time,44.9
Nov-08,Unemployed,Employed part-time,54.1
Nov-08,Unemployed,Unemployed,176.8
Nov-08,Unemployed,Not in the labour force (NILF),98.6
Nov-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Nov-08,Unemployed,Outgoing Rotation Group,0
Nov-08,Not in the labour force (NILF),Employed full-time,55.1
Nov-08,Not in the labour force (NILF),Employed part-time,147.2
Nov-08,Not in the labour force (NILF),Unemployed,114.6
Nov-08,Not in the labour force (NILF),Not in the labour force (NILF),4203
Nov-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Nov-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Nov-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,453.9
Nov-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,139.1
Nov-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,45.6
Nov-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),747.6
Nov-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Nov-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Nov-08,Incoming rotation group,Employed full-time,969.2
Nov-08,Incoming rotation group,Employed part-time,380.7
Nov-08,Incoming rotation group,Unemployed,52.9
Nov-08,Incoming rotation group,Not in the labour force (NILF),720.4
Nov-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Nov-08,Incoming rotation group,Outgoing Rotation Group,0
Oct-08,Employed full-time,Employed full-time,5991.8
Oct-08,Employed full-time,Employed part-time,316.6
Oct-08,Employed full-time,Unemployed,31.7
Oct-08,Employed full-time,Not in the labour force (NILF),81.3
Oct-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-08,Employed full-time,Outgoing Rotation Group,0
Oct-08,Employed part-time,Employed full-time,243.2
Oct-08,Employed part-time,Employed part-time,2084.7
Oct-08,Employed part-time,Unemployed,28.5
Oct-08,Employed part-time,Not in the labour force (NILF),142.9
Oct-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Oct-08,Employed part-time,Outgoing Rotation Group,0
Oct-08,Unemployed,Employed full-time,35.9
Oct-08,Unemployed,Employed part-time,59
Oct-08,Unemployed,Unemployed,201.3
Oct-08,Unemployed,Not in the labour force (NILF),109.3
Oct-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Oct-08,Unemployed,Outgoing Rotation Group,0
Oct-08,Not in the labour force (NILF),Employed full-time,39.7
Oct-08,Not in the labour force (NILF),Employed part-time,116.7
Oct-08,Not in the labour force (NILF),Unemployed,98.1
Oct-08,Not in the labour force (NILF),Not in the labour force (NILF),4164.7
Oct-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Oct-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Oct-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,430.5
Oct-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,151.3
Oct-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,39.3
Oct-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),729
Oct-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Oct-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Oct-08,Incoming rotation group,Employed full-time,936.1
Oct-08,Incoming rotation group,Employed part-time,401.9
Oct-08,Incoming rotation group,Unemployed,59.8
Oct-08,Incoming rotation group,Not in the labour force (NILF),732.4
Oct-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Oct-08,Incoming rotation group,Outgoing Rotation Group,0
Sep-08,Employed full-time,Employed full-time,5956.4
Sep-08,Employed full-time,Employed part-time,225.2
Sep-08,Employed full-time,Unemployed,30.4
Sep-08,Employed full-time,Not in the labour force (NILF),44
Sep-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-08,Employed full-time,Outgoing Rotation Group,0
Sep-08,Employed part-time,Employed full-time,321
Sep-08,Employed part-time,Employed part-time,2061.8
Sep-08,Employed part-time,Unemployed,29.2
Sep-08,Employed part-time,Not in the labour force (NILF),102.1
Sep-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Sep-08,Employed part-time,Outgoing Rotation Group,0
Sep-08,Unemployed,Employed full-time,45.8
Sep-08,Unemployed,Employed part-time,43.9
Sep-08,Unemployed,Unemployed,192.6
Sep-08,Unemployed,Not in the labour force (NILF),72.3
Sep-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Sep-08,Unemployed,Outgoing Rotation Group,0
Sep-08,Not in the labour force (NILF),Employed full-time,79.8
Sep-08,Not in the labour force (NILF),Employed part-time,156.1
Sep-08,Not in the labour force (NILF),Unemployed,134.6
Sep-08,Not in the labour force (NILF),Not in the labour force (NILF),4190.5
Sep-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Sep-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Sep-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,463.6
Sep-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,172.8
Sep-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,33.5
Sep-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),719.1
Sep-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Sep-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Sep-08,Incoming rotation group,Employed full-time,964
Sep-08,Incoming rotation group,Employed part-time,364.2
Sep-08,Incoming rotation group,Unemployed,64.5
Sep-08,Incoming rotation group,Not in the labour force (NILF),726.9
Sep-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Sep-08,Incoming rotation group,Outgoing Rotation Group,0
Aug-08,Employed full-time,Employed full-time,5892.8
Aug-08,Employed full-time,Employed part-time,304.8
Aug-08,Employed full-time,Unemployed,33.6
Aug-08,Employed full-time,Not in the labour force (NILF),82.8
Aug-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-08,Employed full-time,Outgoing Rotation Group,0
Aug-08,Employed part-time,Employed full-time,284.3
Aug-08,Employed part-time,Employed part-time,1965.5
Aug-08,Employed part-time,Unemployed,33.6
Aug-08,Employed part-time,Not in the labour force (NILF),178.7
Aug-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Aug-08,Employed part-time,Outgoing Rotation Group,0
Aug-08,Unemployed,Employed full-time,38.8
Aug-08,Unemployed,Employed part-time,56
Aug-08,Unemployed,Unemployed,157.7
Aug-08,Unemployed,Not in the labour force (NILF),95.6
Aug-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Aug-08,Unemployed,Outgoing Rotation Group,0
Aug-08,Not in the labour force (NILF),Employed full-time,54.1
Aug-08,Not in the labour force (NILF),Employed part-time,151.2
Aug-08,Not in the labour force (NILF),Unemployed,108.5
Aug-08,Not in the labour force (NILF),Not in the labour force (NILF),4134.3
Aug-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Aug-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Aug-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,499.4
Aug-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,180.6
Aug-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,38.1
Aug-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),744.7
Aug-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Aug-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Aug-08,Incoming rotation group,Employed full-time,915.3
Aug-08,Incoming rotation group,Employed part-time,367.7
Aug-08,Incoming rotation group,Unemployed,57.9
Aug-08,Incoming rotation group,Not in the labour force (NILF),785
Aug-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Aug-08,Incoming rotation group,Outgoing Rotation Group,0
Jul-08,Employed full-time,Employed full-time,5961.5
Jul-08,Employed full-time,Employed part-time,248.7
Jul-08,Employed full-time,Unemployed,31.3
Jul-08,Employed full-time,Not in the labour force (NILF),80.1
Jul-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jul-08,Employed full-time,Outgoing Rotation Group,0
Jul-08,Employed part-time,Employed full-time,337.9
Jul-08,Employed part-time,Employed part-time,2022.5
Jul-08,Employed part-time,Unemployed,36.3
Jul-08,Employed part-time,Not in the labour force (NILF),170.5
Jul-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jul-08,Employed part-time,Outgoing Rotation Group,0
Jul-08,Unemployed,Employed full-time,34.3
Jul-08,Unemployed,Employed part-time,55.5
Jul-08,Unemployed,Unemployed,186.2
Jul-08,Unemployed,Not in the labour force (NILF),96.9
Jul-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jul-08,Unemployed,Outgoing Rotation Group,0
Jul-08,Not in the labour force (NILF),Employed full-time,61.3
Jul-08,Not in the labour force (NILF),Employed part-time,147.2
Jul-08,Not in the labour force (NILF),Unemployed,96.1
Jul-08,Not in the labour force (NILF),Not in the labour force (NILF),4169.4
Jul-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jul-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Jul-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,436
Jul-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,141.1
Jul-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,32.7
Jul-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),677.3
Jul-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jul-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jul-08,Incoming rotation group,Employed full-time,937.3
Jul-08,Incoming rotation group,Employed part-time,378.6
Jul-08,Incoming rotation group,Unemployed,57.3
Jul-08,Incoming rotation group,Not in the labour force (NILF),731.7
Jul-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jul-08,Incoming rotation group,Outgoing Rotation Group,0
Jun-08,Employed full-time,Employed full-time,5857.5
Jun-08,Employed full-time,Employed part-time,299.6
Jun-08,Employed full-time,Unemployed,30.6
Jun-08,Employed full-time,Not in the labour force (NILF),65.2
Jun-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jun-08,Employed full-time,Outgoing Rotation Group,0
Jun-08,Employed part-time,Employed full-time,281.9
Jun-08,Employed part-time,Employed part-time,2083.3
Jun-08,Employed part-time,Unemployed,33.2
Jun-08,Employed part-time,Not in the labour force (NILF),155.3
Jun-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jun-08,Employed part-time,Outgoing Rotation Group,0
Jun-08,Unemployed,Employed full-time,37.6
Jun-08,Unemployed,Employed part-time,51.7
Jun-08,Unemployed,Unemployed,200.3
Jun-08,Unemployed,Not in the labour force (NILF),103.2
Jun-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jun-08,Unemployed,Outgoing Rotation Group,0
Jun-08,Not in the labour force (NILF),Employed full-time,52
Jun-08,Not in the labour force (NILF),Employed part-time,148.2
Jun-08,Not in the labour force (NILF),Unemployed,99.5
Jun-08,Not in the labour force (NILF),Not in the labour force (NILF),4162.9
Jun-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jun-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Jun-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,447.4
Jun-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,150.2
Jun-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,43.6
Jun-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),669.4
Jun-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jun-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jun-08,Incoming rotation group,Employed full-time,955.5
Jun-08,Incoming rotation group,Employed part-time,380
Jun-08,Incoming rotation group,Unemployed,55.3
Jun-08,Incoming rotation group,Not in the labour force (NILF),730.7
Jun-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jun-08,Incoming rotation group,Outgoing Rotation Group,0
May-08,Employed full-time,Employed full-time,5783
May-08,Employed full-time,Employed part-time,282
May-08,Employed full-time,Unemployed,34.4
May-08,Employed full-time,Not in the labour force (NILF),67
May-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
May-08,Employed full-time,Outgoing Rotation Group,0
May-08,Employed part-time,Employed full-time,303.1
May-08,Employed part-time,Employed part-time,2043
May-08,Employed part-time,Unemployed,35
May-08,Employed part-time,Not in the labour force (NILF),169.3
May-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
May-08,Employed part-time,Outgoing Rotation Group,0
May-08,Unemployed,Employed full-time,46.5
May-08,Unemployed,Employed part-time,60.3
May-08,Unemployed,Unemployed,194.3
May-08,Unemployed,Not in the labour force (NILF),92.4
May-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
May-08,Unemployed,Outgoing Rotation Group,0
May-08,Not in the labour force (NILF),Employed full-time,54.1
May-08,Not in the labour force (NILF),Employed part-time,142.3
May-08,Not in the labour force (NILF),Unemployed,109
May-08,Not in the labour force (NILF),Not in the labour force (NILF),4132.2
May-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
May-08,Not in the labour force (NILF),Outgoing Rotation Group,0
May-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,450.5
May-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,163.4
May-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,43.1
May-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),687.5
May-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
May-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
May-08,Incoming rotation group,Employed full-time,976.5
May-08,Incoming rotation group,Employed part-time,385.8
May-08,Incoming rotation group,Unemployed,62.5
May-08,Incoming rotation group,Not in the labour force (NILF),748.1
May-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
May-08,Incoming rotation group,Outgoing Rotation Group,0
Apr-08,Employed full-time,Employed full-time,5492.5
Apr-08,Employed full-time,Employed part-time,262
Apr-08,Employed full-time,Unemployed,27.7
Apr-08,Employed full-time,Not in the labour force (NILF),56.3
Apr-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Apr-08,Employed full-time,Outgoing Rotation Group,0
Apr-08,Employed part-time,Employed full-time,274.5
Apr-08,Employed part-time,Employed part-time,1966.7
Apr-08,Employed part-time,Unemployed,28.4
Apr-08,Employed part-time,Not in the labour force (NILF),144.5
Apr-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Apr-08,Employed part-time,Outgoing Rotation Group,0
Apr-08,Unemployed,Employed full-time,35
Apr-08,Unemployed,Employed part-time,51.2
Apr-08,Unemployed,Unemployed,204.7
Apr-08,Unemployed,Not in the labour force (NILF),82.4
Apr-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Apr-08,Unemployed,Outgoing Rotation Group,0
Apr-08,Not in the labour force (NILF),Employed full-time,41.9
Apr-08,Not in the labour force (NILF),Employed part-time,138.1
Apr-08,Not in the labour force (NILF),Unemployed,92.6
Apr-08,Not in the labour force (NILF),Not in the labour force (NILF),3973.9
Apr-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Apr-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Apr-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,801.8
Apr-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,283.1
Apr-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,61.7
Apr-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),865.5
Apr-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Apr-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Apr-08,Incoming rotation group,Employed full-time,953.5
Apr-08,Incoming rotation group,Employed part-time,405.9
Apr-08,Incoming rotation group,Unemployed,69
Apr-08,Incoming rotation group,Not in the labour force (NILF),722.8
Apr-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Apr-08,Incoming rotation group,Outgoing Rotation Group,0
Mar-08,Employed full-time,Employed full-time,5597.1
Mar-08,Employed full-time,Employed part-time,313.4
Mar-08,Employed full-time,Unemployed,33
Mar-08,Employed full-time,Not in the labour force (NILF),68.9
Mar-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Mar-08,Employed full-time,Outgoing Rotation Group,0
Mar-08,Employed part-time,Employed full-time,252.1
Mar-08,Employed part-time,Employed part-time,1901
Mar-08,Employed part-time,Unemployed,29.6
Mar-08,Employed part-time,Not in the labour force (NILF),139.5
Mar-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Mar-08,Employed part-time,Outgoing Rotation Group,0
Mar-08,Unemployed,Employed full-time,47.8
Mar-08,Unemployed,Employed part-time,56.8
Mar-08,Unemployed,Unemployed,187.8
Mar-08,Unemployed,Not in the labour force (NILF),93.9
Mar-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Mar-08,Unemployed,Outgoing Rotation Group,0
Mar-08,Not in the labour force (NILF),Employed full-time,51.4
Mar-08,Not in the labour force (NILF),Employed part-time,151.2
Mar-08,Not in the labour force (NILF),Unemployed,102.5
Mar-08,Not in the labour force (NILF),Not in the labour force (NILF),3984.5
Mar-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Mar-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Mar-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,703.2
Mar-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,271.3
Mar-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,58.8
Mar-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),847.8
Mar-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Mar-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Mar-08,Incoming rotation group,Employed full-time,944.5
Mar-08,Incoming rotation group,Employed part-time,387.5
Mar-08,Incoming rotation group,Unemployed,67.9
Mar-08,Incoming rotation group,Not in the labour force (NILF),714.7
Mar-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Mar-08,Incoming rotation group,Outgoing Rotation Group,0
Feb-08,Employed full-time,Employed full-time,5741.2
Feb-08,Employed full-time,Employed part-time,292.8
Feb-08,Employed full-time,Unemployed,29.9
Feb-08,Employed full-time,Not in the labour force (NILF),86.2
Feb-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Feb-08,Employed full-time,Outgoing Rotation Group,0
Feb-08,Employed part-time,Employed full-time,311.9
Feb-08,Employed part-time,Employed part-time,1848.9
Feb-08,Employed part-time,Unemployed,41.4
Feb-08,Employed part-time,Not in the labour force (NILF),150
Feb-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Feb-08,Employed part-time,Outgoing Rotation Group,0
Feb-08,Unemployed,Employed full-time,53.3
Feb-08,Unemployed,Employed part-time,57.8
Feb-08,Unemployed,Unemployed,182.9
Feb-08,Unemployed,Not in the labour force (NILF),98.2
Feb-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Feb-08,Unemployed,Outgoing Rotation Group,0
Feb-08,Not in the labour force (NILF),Employed full-time,91.1
Feb-08,Not in the labour force (NILF),Employed part-time,180.2
Feb-08,Not in the labour force (NILF),Unemployed,132.6
Feb-08,Not in the labour force (NILF),Not in the labour force (NILF),4115.9
Feb-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Feb-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Feb-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,554.5
Feb-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,181.4
Feb-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,45.1
Feb-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),664
Feb-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Feb-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Feb-08,Incoming rotation group,Employed full-time,932.8
Feb-08,Incoming rotation group,Employed part-time,377.1
Feb-08,Incoming rotation group,Unemployed,68.3
Feb-08,Incoming rotation group,Not in the labour force (NILF),730.4
Feb-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Feb-08,Incoming rotation group,Outgoing Rotation Group,0
Jan-08,Employed full-time,Employed full-time,5739.7
Jan-08,Employed full-time,Employed part-time,328.2
Jan-08,Employed full-time,Unemployed,42.9
Jan-08,Employed full-time,Not in the labour force (NILF),117
Jan-08,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Jan-08,Employed full-time,Outgoing Rotation Group,0
Jan-08,Employed part-time,Employed full-time,313.3
Jan-08,Employed part-time,Employed part-time,1883.8
Jan-08,Employed part-time,Unemployed,52.1
Jan-08,Employed part-time,Not in the labour force (NILF),205
Jan-08,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Jan-08,Employed part-time,Outgoing Rotation Group,0
Jan-08,Unemployed,Employed full-time,40.6
Jan-08,Unemployed,Employed part-time,48.6
Jan-08,Unemployed,Unemployed,187.2
Jan-08,Unemployed,Not in the labour force (NILF),106.3
Jan-08,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Jan-08,Unemployed,Outgoing Rotation Group,0
Jan-08,Not in the labour force (NILF),Employed full-time,62.9
Jan-08,Not in the labour force (NILF),Employed part-time,119
Jan-08,Not in the labour force (NILF),Unemployed,100.3
Jan-08,Not in the labour force (NILF),Not in the labour force (NILF),4133.1
Jan-08,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Jan-08,Not in the labour force (NILF),Outgoing Rotation Group,0
Jan-08,Unmatched in common sample (responded in current month but not in previous),Employed full-time,516.7
Jan-08,Unmatched in common sample (responded in current month but not in previous),Employed part-time,165.8
Jan-08,Unmatched in common sample (responded in current month but not in previous),Unemployed,52
Jan-08,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),618.8
Jan-08,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Jan-08,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Jan-08,Incoming rotation group,Employed full-time,944.9
Jan-08,Incoming rotation group,Employed part-time,361.4
Jan-08,Incoming rotation group,Unemployed,68.8
Jan-08,Incoming rotation group,Not in the labour force (NILF),720.9
Jan-08,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Jan-08,Incoming rotation group,Outgoing Rotation Group,0
Dec-07,Employed full-time,Employed full-time,5815.2
Dec-07,Employed full-time,Employed part-time,276.7
Dec-07,Employed full-time,Unemployed,25.1
Dec-07,Employed full-time,Not in the labour force (NILF),61.7
Dec-07,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Dec-07,Employed full-time,Outgoing Rotation Group,0
Dec-07,Employed part-time,Employed full-time,318.9
Dec-07,Employed part-time,Employed part-time,1960.3
Dec-07,Employed part-time,Unemployed,33.6
Dec-07,Employed part-time,Not in the labour force (NILF),140.8
Dec-07,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Dec-07,Employed part-time,Outgoing Rotation Group,0
Dec-07,Unemployed,Employed full-time,38.6
Dec-07,Unemployed,Employed part-time,51.7
Dec-07,Unemployed,Unemployed,186.8
Dec-07,Unemployed,Not in the labour force (NILF),88.5
Dec-07,Unemployed,Unmatched in common sample (responded in current month but not in previous),0
Dec-07,Unemployed,Outgoing Rotation Group,0
Dec-07,Not in the labour force (NILF),Employed full-time,83.2
Dec-07,Not in the labour force (NILF),Employed part-time,176.4
Dec-07,Not in the labour force (NILF),Unemployed,116.3
Dec-07,Not in the labour force (NILF),Not in the labour force (NILF),4110.4
Dec-07,Not in the labour force (NILF),Unmatched in common sample (responded in current month but not in previous),0
Dec-07,Not in the labour force (NILF),Outgoing Rotation Group,0
Dec-07,Unmatched in common sample (responded in current month but not in previous),Employed full-time,497.8
Dec-07,Unmatched in common sample (responded in current month but not in previous),Employed part-time,153.4
Dec-07,Unmatched in common sample (responded in current month but not in previous),Unemployed,39.4
Dec-07,Unmatched in common sample (responded in current month but not in previous),Not in the labour force (NILF),628.4
Dec-07,Unmatched in common sample (responded in current month but not in previous),Unmatched in common sample (responded in current month but not in previous),0
Dec-07,Unmatched in common sample (responded in current month but not in previous),Outgoing Rotation Group,0
Dec-07,Incoming rotation group,Employed full-time,956.4
Dec-07,Incoming rotation group,Employed part-time,381.6
Dec-07,Incoming rotation group,Unemployed,69.7
Dec-07,Incoming rotation group,Not in the labour force (NILF),680.1
Dec-07,Incoming rotation group,Unmatched in common sample (responded in current month but not in previous),0
Dec-07,Incoming rotation group,Outgoing Rotation Group,0
Nov-07,Employed full-time,Employed full-time,5699.4
Nov-07,Employed full-time,Employed part-time,271.7
Nov-07,Employed full-time,Unemployed,35.4
Nov-07,Employed full-time,Not in the labour force (NILF),86
Nov-07,Employed full-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-07,Employed full-time,Outgoing Rotation Group,0
Nov-07,Employed part-time,Employed full-time,327.5
Nov-07,Employed part-time,Employed part-time,1938.6
Nov-07,Employed part-time,Unemployed,32.7
Nov-07,Employed part-time,Not in the labour force (NILF),166
Nov-07,Employed part-time,Unmatched in common sample (responded in current month but not in previous),0
Nov-07,Employed part-time,Outgoing Rotation Group,0
Nov-07,Unemployed,Employed full-time,37.1
Nov-07,Unemployed,Employed part-time,58.1
