Year,Gender,Age_Group,Employment_Status,Average_Employed
2012,Male,15-64 years,Not in the labour force  (NILF) ,1326.68
2012,Male,15-64 years,Unemployed total,329.15
2012,Male,65 years and over,Employed full time,136.14
2012,Male,65 years and over,Employed part time,109.89
2012,Male,65 years and over,Not in the labour force  (NILF) ,1234.65
2012,Male,65 years and over,Unemployed total,4.68
2013,Male,15-19 years,Employed full time,115.12
2013,Male,15-19 years,Employed part time,204.85
2013,Male,15-19 years,Employed total,319.97
2013,Male,15-19 years,Not in the labour force  (NILF) ,363.22
2013,Male,15-19 years,Unemployed total,68.48
2013,Male,20-24 years,Employed full time,427.87
2013,Male,20-24 years,Employed part time,178.24
2013,Male,20-24 years,Employed total,606.10
2013,Male,20-24 years,Not in the labour force  (NILF) ,152.68
2013,Male,20-24 years,Unemployed total,70.40
2013,Male,25-29 years,Employed full time,631.05
2013,Male,25-29 years,Employed part time,95.91
2013,Male,25-29 years,Employed total,726.96
2013,Male,25-29 years,Not in the labour force  (NILF) ,87.69
2013,Male,25-29 years,Unemployed total,48.03
2013,Male,30-34 years,Employed full time,661.72
2013,Male,30-34 years,Employed part time,64.33
2013,Male,30-34 years,Employed total,726.05
2013,Male,30-34 years,Not in the labour force  (NILF) ,62.67
2013,Male,30-34 years,Unemployed total,33.46
2013,Male,35-39 years,Employed full time,621.07
2013,Male,35-39 years,Employed part time,51.96
2013,Male,35-39 years,Employed total,673.03
2013,Male,35-39 years,Not in the labour force  (NILF) ,66.30
2013,Male,35-39 years,Unemployed total,30.95
2013,Male,40-44 years,Employed full time,651.75
2013,Male,40-44 years,Employed part time,57.85
2013,Male,40-44 years,Employed total,709.60
2013,Male,40-44 years,Not in the labour force  (NILF) ,76.52
2013,Male,40-44 years,Unemployed total,27.82
2013,Male,45-49 years,Employed full time,590.88
2013,Male,45-49 years,Employed part time,57.01
2013,Male,45-49 years,Employed total,647.89
2013,Male,45-49 years,Not in the labour force  (NILF) ,80.98
2013,Male,45-49 years,Unemployed total,25.40
2013,Male,50-54 years,Employed full time,577.18
2013,Male,50-54 years,Employed part time,61.47
2013,Male,50-54 years,Employed total,638.65
2013,Male,50-54 years,Not in the labour force  (NILF) ,97.85
2013,Male,50-54 years,Unemployed total,25.65
2013,Male,55-59 years,Employed full time,458.10
2013,Male,55-59 years,Employed part time,72.50
2013,Male,55-59 years,Employed total,530.60
2013,Male,55-59 years,Not in the labour force  (NILF) ,131.42
2013,Male,55-59 years,Unemployed total,22.33
2013,Male,60-64 years,Employed full time,282.88
2013,Male,60-64 years,Employed part time,82.96
2013,Male,60-64 years,Employed total,365.84
2013,Male,60-64 years,Not in the labour force  (NILF) ,231.08
2013,Male,60-64 years,Unemployed total,18.34
2013,Male,15-24 years,Employed full time,542.98
2013,Male,15-24 years,Employed part time,383.09
2013,Male,15-24 years,Employed total,926.07
2013,Male,15-24 years,Not in the labour force  (NILF) ,515.90
2013,Male,15-24 years,Unemployed total,138.88
2013,Male,25-34 years,Employed full time,1292.77
2013,Male,25-34 years,Employed part time,160.24
2013,Male,25-34 years,Employed total,1453.01
2013,Male,25-34 years,Not in the labour force  (NILF) ,150.36
2013,Male,25-34 years,Unemployed total,81.48
2013,Male,35-44 years,Employed full time,1272.83
2013,Male,35-44 years,Employed part time,109.81
2013,Male,35-44 years,Employed total,1382.64
2013,Male,35-44 years,Not in the labour force  (NILF) ,142.82
2013,Male,35-44 years,Unemployed total,58.78
2013,Male,45-54 years,Employed full time,1168.06
2013,Male,45-54 years,Employed part time,118.48
2013,Male,45-54 years,Employed total,1286.54
2013,Male,45-54 years,Not in the labour force  (NILF) ,178.84
2013,Male,45-54 years,Unemployed total,51.04
2013,Male,55-64 years,Employed full time,740.98
2013,Male,55-64 years,Employed part time,155.46
2013,Male,55-64 years,Employed total,896.44
2013,Male,55-64 years,Not in the labour force  (NILF) ,362.50
2013,Male,55-64 years,Unemployed total,40.67
2013,Male,15-64 years,Employed full time,5017.62
2013,Male,15-64 years,Employed part time,927.09
2013,Male,15-64 years,Employed total,5944.71
2013,Male,15-64 years,Not in the labour force  (NILF) ,1350.41
2013,Male,15-64 years,Unemployed total,370.86
2013,Male,65 years and over,Employed full time,138.10
2013,Male,65 years and over,Employed part time,117.83
2013,Male,65 years and over,Not in the labour force  (NILF) ,1285.27
2013,Male,65 years and over,Unemployed total,4.40
2014,Male,15-19 years,Employed full time,109.09
2014,Male,15-19 years,Employed part time,203.88
2014,Male,15-19 years,Employed total,312.97
2014,Male,15-19 years,Not in the labour force  (NILF) ,364.45
2014,Male,15-19 years,Unemployed total,75.80
2014,Male,20-24 years,Employed full time,417.04
2014,Male,20-24 years,Employed part time,184.12
2014,Male,20-24 years,Employed total,601.16
2014,Male,20-24 years,Not in the labour force  (NILF) ,162.72
2014,Male,20-24 years,Unemployed total,74.37
2014,Male,25-29 years,Employed full time,633.08
2014,Male,25-29 years,Employed part time,99.79
2014,Male,25-29 years,Employed total,732.87
2014,Male,25-29 years,Not in the labour force  (NILF) ,94.52
2014,Male,25-29 years,Unemployed total,44.86
2014,Male,30-34 years,Employed full time,675.72
2014,Male,30-34 years,Employed part time,68.61
2014,Male,30-34 years,Employed total,744.33
2014,Male,30-34 years,Not in the labour force  (NILF) ,64.87
2014,Male,30-34 years,Unemployed total,36.94
2014,Male,35-39 years,Employed full time,621.78
2014,Male,35-39 years,Employed part time,49.89
2014,Male,35-39 years,Employed total,671.67
2014,Male,35-39 years,Not in the labour force  (NILF) ,68.18
2014,Male,35-39 years,Unemployed total,32.34
2014,Male,40-44 years,Employed full time,648.89
2014,Male,40-44 years,Employed part time,62.95
2014,Male,40-44 years,Employed total,711.84
2014,Male,40-44 years,Not in the labour force  (NILF) ,74.82
2014,Male,40-44 years,Unemployed total,29.94
2014,Male,45-49 years,Employed full time,586.56
2014,Male,45-49 years,Employed part time,56.88
2014,Male,45-49 years,Employed total,643.44
2014,Male,45-49 years,Not in the labour force  (NILF) ,84.77
2014,Male,45-49 years,Unemployed total,27.98
2014,Male,50-54 years,Employed full time,574.84
2014,Male,50-54 years,Employed part time,62.90
2014,Male,50-54 years,Employed total,637.74
2014,Male,50-54 years,Not in the labour force  (NILF) ,102.63
2014,Male,50-54 years,Unemployed total,27.20
2014,Male,55-59 years,Employed full time,462.34
2014,Male,55-59 years,Employed part time,74.74
2014,Male,55-59 years,Employed total,537.08
2014,Male,55-59 years,Not in the labour force  (NILF) ,137.57
2014,Male,55-59 years,Unemployed total,22.30
2014,Male,60-64 years,Employed full time,288.44
2014,Male,60-64 years,Employed part time,85.09
2014,Male,60-64 years,Employed total,373.53
2014,Male,60-64 years,Not in the labour force  (NILF) ,229.53
2014,Male,60-64 years,Unemployed total,18.79
2014,Male,15-24 years,Employed full time,526.13
2014,Male,15-24 years,Employed part time,388.00
2014,Male,15-24 years,Employed total,914.13
2014,Male,15-24 years,Not in the labour force  (NILF) ,527.18
2014,Male,15-24 years,Unemployed total,150.17
2014,Male,25-34 years,Employed full time,1308.80
2014,Male,25-34 years,Employed part time,168.40
2014,Male,25-34 years,Employed total,1477.20
2014,Male,25-34 years,Not in the labour force  (NILF) ,159.39
2014,Male,25-34 years,Unemployed total,81.79
2014,Male,35-44 years,Employed full time,1270.67
2014,Male,35-44 years,Employed part time,112.84
2014,Male,35-44 years,Employed total,1383.51
2014,Male,35-44 years,Not in the labour force  (NILF) ,143.00
2014,Male,35-44 years,Unemployed total,62.28
2014,Male,45-54 years,Employed full time,1161.40
2014,Male,45-54 years,Employed part time,119.79
2014,Male,45-54 years,Employed total,1281.18
2014,Male,45-54 years,Not in the labour force  (NILF) ,187.40
2014,Male,45-54 years,Unemployed total,55.18
2014,Male,55-64 years,Employed full time,750.78
2014,Male,55-64 years,Employed part time,159.84
2014,Male,55-64 years,Employed total,910.61
2014,Male,55-64 years,Not in the labour force  (NILF) ,367.10
2014,Male,55-64 years,Unemployed total,41.09
2014,Male,15-64 years,Employed full time,5017.79
2014,Male,15-64 years,Employed part time,948.85
2014,Male,15-64 years,Employed total,5966.64
2014,Male,15-64 years,Not in the labour force  (NILF) ,1384.07
2014,Male,15-64 years,Unemployed total,390.52
2014,Male,65 years and over,Employed full time,136.44
2014,Male,65 years and over,Employed part time,128.84
2014,Male,65 years and over,Not in the labour force  (NILF) ,1330.39
2014,Male,65 years and over,Unemployed total,6.98
2015,Male,15-19 years,Employed full time,106.53
2015,Male,15-19 years,Employed part time,201.64
2015,Male,15-19 years,Employed total,308.17
2015,Male,15-19 years,Not in the labour force  (NILF) ,364.44
2015,Male,15-19 years,Unemployed total,79.83
2015,Male,20-24 years,Employed full time,413.08
2015,Male,20-24 years,Employed part time,208.73
2015,Male,20-24 years,Employed total,621.81
2015,Male,20-24 years,Not in the labour force  (NILF) ,150.56
2015,Male,20-24 years,Unemployed total,74.60
2015,Male,25-29 years,Employed full time,639.38
2015,Male,25-29 years,Employed part time,105.15
2015,Male,25-29 years,Employed total,744.53
2015,Male,25-29 years,Not in the labour force  (NILF) ,92.97
2015,Male,25-29 years,Unemployed total,46.78
2015,Male,30-34 years,Employed full time,693.70
2015,Male,30-34 years,Employed part time,72.44
2015,Male,30-34 years,Employed total,766.15
2015,Male,30-34 years,Not in the labour force  (NILF) ,65.08
2015,Male,30-34 years,Unemployed total,35.06
2015,Male,35-39 years,Employed full time,627.89
2015,Male,35-39 years,Employed part time,57.28
2015,Male,35-39 years,Employed total,685.18
2015,Male,35-39 years,Not in the labour force  (NILF) ,63.30
2015,Male,35-39 years,Unemployed total,32.55
2015,Male,40-44 years,Employed full time,642.12
2015,Male,40-44 years,Employed part time,60.68
2015,Male,40-44 years,Employed total,702.80
2015,Male,40-44 years,Not in the labour force  (NILF) ,77.38
2015,Male,40-44 years,Unemployed total,32.61
2015,Male,45-49 years,Employed full time,599.04
2015,Male,45-49 years,Employed part time,62.15
2015,Male,45-49 years,Employed total,661.20
2015,Male,45-49 years,Not in the labour force  (NILF) ,76.72
2015,Male,45-49 years,Unemployed total,27.30
2015,Male,50-54 years,Employed full time,580.15
2015,Male,50-54 years,Employed part time,61.59
2015,Male,50-54 years,Employed total,641.74
2015,Male,50-54 years,Not in the labour force  (NILF) ,97.67
2015,Male,50-54 years,Unemployed total,26.48
2015,Male,55-59 years,Employed full time,473.40
2015,Male,55-59 years,Employed part time,71.89
2015,Male,55-59 years,Employed total,545.28
2015,Male,55-59 years,Not in the labour force  (NILF) ,138.52
2015,Male,55-59 years,Unemployed total,25.68
2015,Male,60-64 years,Employed full time,292.17
2015,Male,60-64 years,Employed part time,89.49
2015,Male,60-64 years,Employed total,381.66
2015,Male,60-64 years,Not in the labour force  (NILF) ,225.76
2015,Male,60-64 years,Unemployed total,21.36
2015,Male,15-24 years,Employed full time,519.61
2015,Male,15-24 years,Employed part time,410.37
2015,Male,15-24 years,Employed total,929.97
2015,Male,15-24 years,Not in the labour force  (NILF) ,515.00
2015,Male,15-24 years,Unemployed total,154.42
2015,Male,25-34 years,Employed full time,1333.09
2015,Male,25-34 years,Employed part time,177.59
2015,Male,25-34 years,Employed total,1510.68
2015,Male,25-34 years,Not in the labour force  (NILF) ,158.05
2015,Male,25-34 years,Unemployed total,81.83
2015,Male,35-44 years,Employed full time,1270.02
2015,Male,35-44 years,Employed part time,117.96
2015,Male,35-44 years,Employed total,1387.98
2015,Male,35-44 years,Not in the labour force  (NILF) ,140.68
2015,Male,35-44 years,Unemployed total,65.17
2015,Male,45-54 years,Employed full time,1179.19
2015,Male,45-54 years,Employed part time,123.75
2015,Male,45-54 years,Employed total,1302.94
2015,Male,45-54 years,Not in the labour force  (NILF) ,174.38
2015,Male,45-54 years,Unemployed total,53.78
2015,Male,55-64 years,Employed full time,765.56
2015,Male,55-64 years,Employed part time,161.38
2015,Male,55-64 years,Employed total,926.94
2015,Male,55-64 years,Not in the labour force  (NILF) ,364.28
2015,Male,55-64 years,Unemployed total,47.04
2015,Male,15-64 years,Employed full time,5067.47
2015,Male,15-64 years,Employed part time,991.04
2015,Male,15-64 years,Employed total,6058.51
2015,Male,15-64 years,Not in the labour force  (NILF) ,1352.39
2015,Male,15-64 years,Unemployed total,402.25
2015,Male,65 years and over,Employed full time,141.22
2015,Male,65 years and over,Employed part time,127.35
2015,Male,65 years and over,Not in the labour force  (NILF) ,1386.39
2015,Male,65 years and over,Unemployed total,4.37
2016,Male,15-19 years,Employed full time,93.59
2016,Male,15-19 years,Employed part time,215.20
2016,Male,15-19 years,Employed total,308.79
2016,Male,15-19 years,Not in the labour force  (NILF) ,372.74
2016,Male,15-19 years,Unemployed total,73.59
2016,Male,20-24 years,Employed full time,397.89
2016,Male,20-24 years,Employed part time,224.62
2016,Male,20-24 years,Employed total,622.51
2016,Male,20-24 years,Not in the labour force  (NILF) ,157.46
2016,Male,20-24 years,Unemployed total,75.94
2016,Male,25-29 years,Employed full time,647.58
2016,Male,25-29 years,Employed part time,113.35
2016,Male,25-29 years,Employed total,760.93
2016,Male,25-29 years,Not in the labour force  (NILF) ,91.84
2016,Male,25-29 years,Unemployed total,44.44
2016,Male,30-34 years,Employed full time,706.91
2016,Male,30-34 years,Employed part time,78.01
2016,Male,30-34 years,Employed total,784.91
2016,Male,30-34 years,Not in the labour force  (NILF) ,66.33
2016,Male,30-34 years,Unemployed total,32.50
2016,Male,35-39 years,Employed full time,648.98
2016,Male,35-39 years,Employed part time,60.52
2016,Male,35-39 years,Employed total,709.50
2016,Male,35-39 years,Not in the labour force  (NILF) ,63.09
2016,Male,35-39 years,Unemployed total,25.29
2016,Male,40-44 years,Employed full time,631.98
2016,Male,40-44 years,Employed part time,66.58
2016,Male,40-44 years,Employed total,698.56
2016,Male,40-44 years,Not in the labour force  (NILF) ,77.53
2016,Male,40-44 years,Unemployed total,26.47
2016,Male,45-49 years,Employed full time,601.91
2016,Male,45-49 years,Employed part time,64.72
2016,Male,45-49 years,Employed total,666.64
2016,Male,45-49 years,Not in the labour force  (NILF) ,87.64
2016,Male,45-49 years,Unemployed total,28.66
2016,Male,50-54 years,Employed full time,562.23
2016,Male,50-54 years,Employed part time,70.18
2016,Male,50-54 years,Employed total,632.41
2016,Male,50-54 years,Not in the labour force  (NILF) ,102.99
2016,Male,50-54 years,Unemployed total,24.22
2016,Male,55-59 years,Employed full time,472.82
2016,Male,55-59 years,Employed part time,78.32
2016,Male,55-59 years,Employed total,551.14
2016,Male,55-59 years,Not in the labour force  (NILF) ,148.19
2016,Male,55-59 years,Unemployed total,23.71
2016,Male,60-64 years,Employed full time,292.03
2016,Male,60-64 years,Employed part time,88.82
2016,Male,60-64 years,Employed total,380.85
2016,Male,60-64 years,Not in the labour force  (NILF) ,233.77
2016,Male,60-64 years,Unemployed total,23.38
2016,Male,15-24 years,Employed full time,491.49
2016,Male,15-24 years,Employed part time,439.82
2016,Male,15-24 years,Employed total,931.30
2016,Male,15-24 years,Not in the labour force  (NILF) ,530.20
2016,Male,15-24 years,Unemployed total,149.53
2016,Male,25-34 years,Employed full time,1354.49
2016,Male,25-34 years,Employed part time,191.35
2016,Male,25-34 years,Employed total,1545.85
2016,Male,25-34 years,Not in the labour force  (NILF) ,158.17
2016,Male,25-34 years,Unemployed total,76.94
2016,Male,35-44 years,Employed full time,1280.96
2016,Male,35-44 years,Employed part time,127.10
2016,Male,35-44 years,Employed total,1408.06
2016,Male,35-44 years,Not in the labour force  (NILF) ,140.63
2016,Male,35-44 years,Unemployed total,51.76
2016,Male,45-54 years,Employed full time,1164.14
2016,Male,45-54 years,Employed part time,134.90
2016,Male,45-54 years,Employed total,1299.04
2016,Male,45-54 years,Not in the labour force  (NILF) ,190.63
2016,Male,45-54 years,Unemployed total,52.89
2016,Male,55-64 years,Employed full time,764.85
2016,Male,55-64 years,Employed part time,167.14
2016,Male,55-64 years,Employed total,931.99
2016,Male,55-64 years,Not in the labour force  (NILF) ,381.95
2016,Male,55-64 years,Unemployed total,47.09
2016,Male,15-64 years,Employed full time,5055.93
2016,Male,15-64 years,Employed part time,1060.31
2016,Male,15-64 years,Employed total,6116.24
2016,Male,15-64 years,Not in the labour force  (NILF) ,1401.58
2016,Male,15-64 years,Unemployed total,378.20
2016,Male,65 years and over,Employed full time,148.58
2016,Male,65 years and over,Employed part time,133.12
2016,Male,65 years and over,Not in the labour force  (NILF) ,1430.48
2016,Male,65 years and over,Unemployed total,5.07
2017,Male,15-19 years,Employed full time,99.45
2017,Male,15-19 years,Employed part time,209.26
2017,Male,15-19 years,Employed total,308.71
2017,Male,15-19 years,Not in the labour force  (NILF) ,374.21
2017,Male,15-19 years,Unemployed total,76.40
2017,Male,20-24 years,Employed full time,401.95
2017,Male,20-24 years,Employed part time,227.94
2017,Male,20-24 years,Employed total,629.89
2017,Male,20-24 years,Not in the labour force  (NILF) ,164.02
2017,Male,20-24 years,Unemployed total,72.34
2017,Male,25-29 years,Employed full time,645.43
2017,Male,25-29 years,Employed part time,121.19
2017,Male,25-29 years,Employed total,766.62
2017,Male,25-29 years,Not in the labour force  (NILF) ,100.47
2017,Male,25-29 years,Unemployed total,45.34
2017,Male,30-34 years,Employed full time,711.05
2017,Male,30-34 years,Employed part time,80.15
2017,Male,30-34 years,Employed total,791.20
2017,Male,30-34 years,Not in the labour force  (NILF) ,77.49
2017,Male,30-34 years,Unemployed total,32.44
2017,Male,35-39 years,Employed full time,659.35
2017,Male,35-39 years,Employed part time,67.88
2017,Male,35-39 years,Employed total,727.23
2017,Male,35-39 years,Not in the labour force  (NILF) ,70.48
2017,Male,35-39 years,Unemployed total,25.80
2017,Male,40-44 years,Employed full time,629.65
2017,Male,40-44 years,Employed part time,64.33
2017,Male,40-44 years,Employed total,693.98
2017,Male,40-44 years,Not in the labour force  (NILF) ,75.78
2017,Male,40-44 years,Unemployed total,24.07
2017,Male,45-49 years,Employed full time,619.61
2017,Male,45-49 years,Employed part time,68.27
2017,Male,45-49 years,Employed total,687.88
2017,Male,45-49 years,Not in the labour force  (NILF) ,89.36
2017,Male,45-49 years,Unemployed total,27.70
2017,Male,50-54 years,Employed full time,563.66
2017,Male,50-54 years,Employed part time,64.03
2017,Male,50-54 years,Employed total,627.68
2017,Male,50-54 years,Not in the labour force  (NILF) ,99.82
2017,Male,50-54 years,Unemployed total,26.63
2017,Male,55-59 years,Employed full time,497.87
2017,Male,55-59 years,Employed part time,71.55
2017,Male,55-59 years,Employed total,569.43
2017,Male,55-59 years,Not in the labour force  (NILF) ,144.93
2017,Male,55-59 years,Unemployed total,23.72
2017,Male,60-64 years,Employed full time,305.60
2017,Male,60-64 years,Employed part time,91.16
2017,Male,60-64 years,Employed total,396.76
2017,Male,60-64 years,Not in the labour force  (NILF) ,232.55
2017,Male,60-64 years,Unemployed total,20.18
2017,Male,15-24 years,Employed full time,501.40
2017,Male,15-24 years,Employed part time,437.19
2017,Male,15-24 years,Employed total,938.59
2017,Male,15-24 years,Not in the labour force  (NILF) ,538.23
2017,Male,15-24 years,Unemployed total,148.74
2017,Male,25-34 years,Employed full time,1356.48
2017,Male,25-34 years,Employed part time,201.35
2017,Male,25-34 years,Employed total,1557.82
2017,Male,25-34 years,Not in the labour force  (NILF) ,177.96
2017,Male,25-34 years,Unemployed total,77.78
2017,Male,35-44 years,Employed full time,1289.00
2017,Male,35-44 years,Employed part time,132.21
2017,Male,35-44 years,Employed total,1421.21
2017,Male,35-44 years,Not in the labour force  (NILF) ,146.26
2017,Male,35-44 years,Unemployed total,49.87
2017,Male,45-54 years,Employed full time,1183.27
2017,Male,45-54 years,Employed part time,132.30
2017,Male,45-54 years,Employed total,1315.57
2017,Male,45-54 years,Not in the labour force  (NILF) ,189.18
2017,Male,45-54 years,Unemployed total,54.33
2017,Male,55-64 years,Employed full time,803.48
2017,Male,55-64 years,Employed part time,162.71
2017,Male,55-64 years,Employed total,966.19
2017,Male,55-64 years,Not in the labour force  (NILF) ,377.48
2017,Male,55-64 years,Unemployed total,43.90
2017,Male,15-64 years,Employed full time,5133.62
2017,Male,15-64 years,Employed part time,1065.76
2017,Male,15-64 years,Employed total,6199.38
2017,Male,15-64 years,Not in the labour force  (NILF) ,1429.11
2017,Male,15-64 years,Unemployed total,374.62
2017,Male,65 years and over,Employed full time,166.54
2017,Male,65 years and over,Employed part time,133.35
2017,Male,65 years and over,Not in the labour force  (NILF) ,1468.47
2017,Male,65 years and over,Unemployed total,4.92
2018,Male,15-19 years,Employed full time,116.10
2018,Male,15-19 years,Employed part time,212.77
2018,Male,15-19 years,Employed total,328.87
2018,Male,15-19 years,Not in the labour force  (NILF) ,357.73
2018,Male,15-19 years,Unemployed total,77.89
2018,Male,20-24 years,Employed full time,412.22
2018,Male,20-24 years,Employed part time,227.34
2018,Male,20-24 years,Employed total,639.56
2018,Male,20-24 years,Not in the labour force  (NILF) ,172.98
2018,Male,20-24 years,Unemployed total,65.00
2018,Male,25-29 years,Employed full time,647.49
2018,Male,25-29 years,Employed part time,129.17
2018,Male,25-29 years,Employed total,776.66
2018,Male,25-29 years,Not in the labour force  (NILF) ,105.06
2018,Male,25-29 years,Unemployed total,44.87
2018,Male,30-34 years,Employed full time,724.24
2018,Male,30-34 years,Employed part time,85.29
2018,Male,30-34 years,Employed total,809.53
2018,Male,30-34 years,Not in the labour force  (NILF) ,76.17
2018,Male,30-34 years,Unemployed total,28.47
2018,Male,35-39 years,Employed full time,691.07
2018,Male,35-39 years,Employed part time,63.07
2018,Male,35-39 years,Employed total,754.14
2018,Male,35-39 years,Not in the labour force  (NILF) ,72.89
2018,Male,35-39 years,Unemployed total,26.29
2018,Male,40-44 years,Employed full time,626.80
2018,Male,40-44 years,Employed part time,65.24
2018,Male,40-44 years,Employed total,692.04
2018,Male,40-44 years,Not in the labour force  (NILF) ,72.27
2018,Male,40-44 years,Unemployed total,24.65
2018,Male,45-49 years,Employed full time,633.88
2018,Male,45-49 years,Employed part time,72.13
2018,Male,45-49 years,Employed total,706.01
2018,Male,45-49 years,Not in the labour force  (NILF) ,87.44
2018,Male,45-49 years,Unemployed total,26.03
2018,Male,50-54 years,Employed full time,560.55
2018,Male,50-54 years,Employed part time,62.94
2018,Male,50-54 years,Employed total,623.49
2018,Male,50-54 years,Not in the labour force  (NILF) ,104.11
2018,Male,50-54 years,Unemployed total,24.15
2018,Male,55-59 years,Employed full time,505.40
2018,Male,55-59 years,Employed part time,71.35
2018,Male,55-59 years,Employed total,576.75
2018,Male,55-59 years,Not in the labour force  (NILF) ,147.51
2018,Male,55-59 years,Unemployed total,26.48
2018,Male,60-64 years,Employed full time,310.43
2018,Male,60-64 years,Employed part time,99.78
2018,Male,60-64 years,Employed total,410.21
2018,Male,60-64 years,Not in the labour force  (NILF) ,230.46
2018,Male,60-64 years,Unemployed total,21.11
2018,Male,15-24 years,Employed full time,528.32
2018,Male,15-24 years,Employed part time,440.11
2018,Male,15-24 years,Employed total,968.43
2018,Male,15-24 years,Not in the labour force  (NILF) ,530.71
2018,Male,15-24 years,Unemployed total,142.89
2018,Male,25-34 years,Employed full time,1371.73
2018,Male,25-34 years,Employed part time,214.45
2018,Male,25-34 years,Employed total,1586.19
2018,Male,25-34 years,Not in the labour force  (NILF) ,181.23
2018,Male,25-34 years,Unemployed total,73.34
2018,Male,35-44 years,Employed full time,1317.86
2018,Male,35-44 years,Employed part time,128.32
2018,Male,35-44 years,Employed total,1446.18
2018,Male,35-44 years,Not in the labour force  (NILF) ,145.16
2018,Male,35-44 years,Unemployed total,50.94
2018,Male,45-54 years,Employed full time,1194.43
2018,Male,45-54 years,Employed part time,135.08
2018,Male,45-54 years,Employed total,1329.50
2018,Male,45-54 years,Not in the labour force  (NILF) ,191.54
2018,Male,45-54 years,Unemployed total,50.19
2018,Male,55-64 years,Employed full time,815.83
2018,Male,55-64 years,Employed part time,171.13
2018,Male,55-64 years,Employed total,986.96
2018,Male,55-64 years,Not in the labour force  (NILF) ,377.97
2018,Male,55-64 years,Unemployed total,47.59
2018,Male,15-64 years,Employed full time,5228.17
2018,Male,15-64 years,Employed part time,1089.09
2018,Male,15-64 years,Employed total,6317.26
2018,Male,15-64 years,Not in the labour force  (NILF) ,1426.62
2018,Male,15-64 years,Unemployed total,364.95
2018,Male,65 years and over,Employed full time,180.04
2018,Male,65 years and over,Employed part time,152.28
2018,Male,65 years and over,Not in the labour force  (NILF) ,1492.48
2018,Male,65 years and over,Unemployed total,5.94
2019,Male,15-19 years,Employed full time,110.40
2019,Male,15-19 years,Employed part time,218.81
2019,Male,15-19 years,Employed total,329.21
2019,Male,15-19 years,Not in the labour force  (NILF) ,363.97
2019,Male,15-19 years,Unemployed total,75.45
2019,Male,20-24 years,Employed full time,418.17
2019,Male,20-24 years,Employed part time,228.45
2019,Male,20-24 years,Employed total,646.62
2019,Male,20-24 years,Not in the labour force  (NILF) ,169.16
2019,Male,20-24 years,Unemployed total,68.57
2019,Male,25-29 years,Employed full time,652.60
2019,Male,25-29 years,Employed part time,141.91
2019,Male,25-29 years,Employed total,794.51
2019,Male,25-29 years,Not in the labour force  (NILF) ,99.12
2019,Male,25-29 years,Unemployed total,45.76
2019,Male,30-34 years,Employed full time,735.72
2019,Male,30-34 years,Employed part time,86.45
2019,Male,30-34 years,Employed total,822.17
2019,Male,30-34 years,Not in the labour force  (NILF) ,78.10
2019,Male,30-34 years,Unemployed total,26.95
2019,Male,35-39 years,Employed full time,711.06
2019,Male,35-39 years,Employed part time,68.99
2019,Male,35-39 years,Employed total,780.05
2019,Male,35-39 years,Not in the labour force  (NILF) ,73.16
2019,Male,35-39 years,Unemployed total,29.20
2019,Male,40-44 years,Employed full time,638.25
2019,Male,40-44 years,Employed part time,57.28
2019,Male,40-44 years,Employed total,695.53
2019,Male,40-44 years,Not in the labour force  (NILF) ,70.37
2019,Male,40-44 years,Unemployed total,23.98
2019,Male,45-49 years,Employed full time,646.19
2019,Male,45-49 years,Employed part time,66.29
2019,Male,45-49 years,Employed total,712.48
2019,Male,45-49 years,Not in the labour force  (NILF) ,86.22
2019,Male,45-49 years,Unemployed total,27.32
2019,Male,50-54 years,Employed full time,570.10
2019,Male,50-54 years,Employed part time,67.65
2019,Male,50-54 years,Employed total,637.75
2019,Male,50-54 years,Not in the labour force  (NILF) ,96.53
2019,Male,50-54 years,Unemployed total,22.27
2019,Male,55-59 years,Employed full time,511.48
2019,Male,55-59 years,Employed part time,77.82
2019,Male,55-59 years,Employed total,589.30
2019,Male,55-59 years,Not in the labour force  (NILF) ,146.73
2019,Male,55-59 years,Unemployed total,24.33
2019,Male,60-64 years,Employed full time,328.37
2019,Male,60-64 years,Employed part time,98.70
2019,Male,60-64 years,Employed total,427.07
2019,Male,60-64 years,Not in the labour force  (NILF) ,232.48
2019,Male,60-64 years,Unemployed total,19.08
2019,Male,15-24 years,Employed full time,528.57
2019,Male,15-24 years,Employed part time,447.26
2019,Male,15-24 years,Employed total,975.82
2019,Male,15-24 years,Not in the labour force  (NILF) ,533.13
2019,Male,15-24 years,Unemployed total,144.02
2019,Male,25-34 years,Employed full time,1388.32
2019,Male,25-34 years,Employed part time,228.36
2019,Male,25-34 years,Employed total,1616.68
2019,Male,25-34 years,Not in the labour force  (NILF) ,177.23
2019,Male,25-34 years,Unemployed total,72.71
2019,Male,35-44 years,Employed full time,1349.31
2019,Male,35-44 years,Employed part time,126.27
2019,Male,35-44 years,Employed total,1475.58
2019,Male,35-44 years,Not in the labour force  (NILF) ,143.53
2019,Male,35-44 years,Unemployed total,53.17
2019,Male,45-54 years,Employed full time,1216.29
2019,Male,45-54 years,Employed part time,133.94
2019,Male,45-54 years,Employed total,1350.23
2019,Male,45-54 years,Not in the labour force  (NILF) ,182.75
2019,Male,45-54 years,Unemployed total,49.59
2019,Male,55-64 years,Employed full time,839.85
2019,Male,55-64 years,Employed part time,176.53
2019,Male,55-64 years,Employed total,1016.37
